xmin,ymin,xmax,ymax,txt
1,642,793,659,Latest Annual: Income Statement Balance Sheet Cash Flow Latest Interim: Income Statement Balance Sheet Cash Flow
1,687,535,707,Latest Capitalization (Millions of USD)View Historical Capitalization
5,709,71,724,Currency
501,709,533,723,USD
5,724,149,742,Share Price [100052]
471,725,533,741,$ 123.15
5,742,155,759,Shares Out. [100053]
491,742,533,759,264.0
5,761,227,780,Market Capitalization [100054]
471,761,535,780,"32,511.6"
15,780,281,796,Cash & Short Term Investments [1002]
479,780,533,796,"1,567.0"
19,796,141,814,Total Debt [4173]
478,796,533,814,"3,779.0"
19,814,149,831,Pref. Equiy [1005]
19,831,219,848,Total Minority Interest [1312]
491,831,533,848,969.0
19,847,293,867,Total Enterprise Value (TEV) [100060]
471,851,533,867,"35,692.6"
1131,767,1185,801,Net Liability
1131,801,1185,836,Total Liability
1131,836,1199,870,Common Equity
