xmin,ymin,xmax,ymax,txt
1354,1572,1459,1602,04.4667
1582,1572,1724,1604,"1,231,481.81"
1860,1572,1952,1604,10.26%
2095,1570,2170,1602,Trade
285,1607,310,1632,10
338,1607,368,1632,20
396,1607,425,1632,30
451,1607,480,1632,40
509,1607,538,1632,50
564,1607,593,1632,60
620,1608,647,1628,70
677,1607,706,1632,80
732,1607,761,1632,90
783,1607,821,1632,'100
2304,1593,2396,1622,€39.23
2576,1593,2628,1622,244
2756,1593,2879,1625,"€9,572.12"
996,1661,1073,1697,ROSE
1110,1662,1291,1694,Oasis Network
1354,1662,1477,1694,"€1,602.59"
1582,1662,1689,1694,"2,901.96"
1860,1662,1940,1691,8.89%
2095,1660,2170,1691,Trade
2304,1657,2391,1687,E43.15
2558,1657,2633,1689,"3,708"
2723,1655,2877,1687,"€160,000.27"
2304,1720,2387,1751,€47.18
2560,1722,2631,1751,"2,875"
2730,1722,2879,1751,"E135,642.51"
236,1744,382,1780,"€1,530.24"
407,1747,487,1774,12.37%
994,1754,1042,1784,ICP
1108,1751,1301,1789,Computers Ink:
1354,1752,1507,1784,€0.00119978
1582,1752,1740,1784,"3,070,291.08"
1860,1754,1954,1784,99.63%
2095,1750,2170,1781,Trade
2314,1784,2414,1811,dea 711.62
2548,1784,2645,1811,dif 331.29
2767,1784,2879,1811,macd 17.89
238,1810,286,1831,€924
761,1813,811,1831,14.58
238,1854,286,1875,€847
760,1853,812,1878,13.07
996,1841,1075,1877,XYMS
1110,1844,1256,1876,The Symbol
1354,1842,1475,1873,E3.34620
1581,1841,1725,1877,"209,892.33"
1860,1844,1940,1873,9.68%
2095,1842,2170,1871,Trade
238,1900,286,1914,F76z
767,1900,809,1914,11 77
2566,442,2649,500,"4""444"
1513,863,1554,894,Aug `
1699,863,1738,894,Aug-
